route,stop,date,boarding,deboarding
A,El Cemonte Ave & Glide Dr (SB),2012-10-17,80,74
A,Alhambra Dr & 5th St (EB),2012-10-17,1,22
A,Hutchison & Shields Library (WB),2012-10-17,6,256
A,Mace Blvd & Cowell Blvd (NB),2012-10-17,11,2
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-17,19,2
A,5th St & Cantrill  (EB),2012-10-17,6,290
A,Cowell Blvd & Mace Blvd (WB),2012-10-17,22,21
A,Alhambra Dr & Mace Blvd (EB),2012-10-17,6,85
A,H St Alley & 2nd St (SB),2012-10-17,50,17
A,Alhambra Dr & Caceres Ct (WB),2012-10-17,12,0
A,5th St & Pena Dr (EB),2012-10-17,2,32
A,5th St & Pole Line Rd (WB),2012-10-17,97,18
A,Mace Blvd & 2nd St (SB),2012-10-17,7,8
A,Chiles Rd & Mace Blvd (EB),2012-10-17,12,21
A,2nd St & E St (WB),2012-10-17,18,20
A,C St & 1st St (SB),2012-10-17,3,3
A,5th St & San Sebastian St (WB),2012-10-17,14,1
A,5th St & Alhambra Dr (SB),2012-10-17,19,0
A,Alhambra Dr & Mace Blvd (WB),2012-10-17,83,6
A,Hutchison Dr & A St (EB),2012-10-17,6,3
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-17,11,7
A,3rd St & K St (WB),2012-10-18,48,6
A,Alhambra Dr & 5th St (EB),2012-10-18,3,20
A,Alhambra Dr & Mace Blvd (EB),2012-10-18,4,86
A,5th St & Davis PW Corp Yard (WB),2012-10-18,3,1
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-18,24,2
A,El Cemonte Ave & Glide Dr (SB),2012-10-18,82,72
A,C St & 1st St (SB),2012-10-18,1,7
A,L St & 4th St (NB),2012-10-18,0,6
A,5th St & Pole Line Rd (EB),2012-10-18,15,66
A,Mace Blvd & Cowell Blvd (NB),2012-10-18,5,6
A,Alhambra Dr & Arroyo Ave (EB),2012-10-18,1,17
A,3rd St & K St (EB),2012-10-18,7,40
A,5th St & San Sebastian St (WB),2012-10-18,13,3
A,2nd St & B St (EB),2012-10-18,12,15
A,Mace Blvd & 2nd St (NB),2012-10-18,1,1
A,Hutchison Dr & A St (EB),2012-10-18,11,1
A,Silo Terminal & North Boarding Area (WB),2012-10-18,1320,906
A,A St & Hutchison (SB),2012-10-18,5,144
A,Hutchison Dr & Art Building (EB),2012-10-18,195,4
A,5th St & San Rafael St (WB),2012-10-18,14,3
A,L St & 425 (SB),2012-10-18,8,5
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-18,9,11
A,Alhambra Dr & Mace Blvd (WB),2012-10-18,88,0
A,5th St & Cantrill  (EB),2012-10-18,6,281
A,H St Alley & 2nd St (SB),2012-10-18,38,16
A,Mace Blvd & 2nd St (SB),2012-10-18,6,6
A,Chiles Rd & Mace Blvd (EB),2012-10-18,2,13
A,5th St & Cantrill (WB),2012-10-18,730,142
A,2nd St & E St (EB),2012-10-18,18,31
A,Cowell Blvd & Mace Blvd (WB),2012-10-18,34,21
A,Alhambra Dr & Caceres Ct (WB),2012-10-18,16,0
A,5th St & Pole Line Rd (WB),2012-10-18,105,18
A,Hutchison & Shields Library (WB),2012-10-18,11,303
A,H St & Amtrak Station (NB),2012-10-18,23,55
A,5th St & Spafford St (EB),2012-10-18,2,21
A,2nd St & E St (WB),2012-10-18,17,28
A,5th St & Arroyo Ave (EB),2012-10-18,2,21
A,5th St & Alhambra Dr (SB),2012-10-18,14,0
A,5th St & Pena Dr (EB),2012-10-18,5,24
A,L St & 425 (SB),2012-10-19,13,4
A,5th St & Cantrill (WB),2012-10-19,540,126
A,5th St & Cantrill  (EB),2012-10-19,4,196
A,5th St & San Sebastian St (WB),2012-10-19,20,1
A,3rd St & K St (WB),2012-10-19,36,1
A,2nd St & E St (EB),2012-10-19,28,34
A,5th St & San Rafael St (WB),2012-10-19,16,3
A,5th St & Alhambra Dr (SB),2012-10-19,14,0
A,Alhambra Dr & Arroyo Ave (EB),2012-10-19,3,15
A,L St & 4th St (NB),2012-10-19,2,8
A,Alhambra Dr & Mace Blvd (WB),2012-10-19,69,3
A,5th St & Pole Line Rd (WB),2012-10-19,73,31
A,Hutchison & Shields Library (WB),2012-10-19,2,209
A,Mace Blvd & 2nd St (NB),2012-10-19,16,12
A,Alhambra Dr & Caceres Ct (WB),2012-10-19,13,0
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-19,6,5
A,A St & Hutchison (SB),2012-10-19,1,126
A,Alhambra Dr & Mace Blvd (EB),2012-10-19,10,51
A,Hutchison Dr & Art Building (EB),2012-10-19,112,3
A,El Cemonte Ave & Glide Dr (SB),2012-10-19,52,50
A,C St & 1st St (SB),2012-10-19,0,11
A,Mace Blvd & 2nd St (SB),2012-10-19,10,17
A,2nd St & B St (EB),2012-10-19,9,10
A,H St Alley & 2nd St (SB),2012-10-19,31,16
A,5th St & Spafford St (EB),2012-10-19,3,29
A,3rd St & K St (EB),2012-10-19,4,43
A,H St & Amtrak Station (NB),2012-10-19,32,162
A,5th St & Arroyo Ave (EB),2012-10-19,2,11
A,2nd St & E St (WB),2012-10-19,20,23
A,5th St & Pena Dr (EB),2012-10-19,3,14
A,Alhambra Dr & 5th St (EB),2012-10-19,2,18
A,5th St & Pole Line Rd (EB),2012-10-19,10,36
A,Mace Blvd & Cowell Blvd (NB),2012-10-19,9,1
A,5th St & Davis PW Corp Yard (WB),2012-10-19,3,1
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-19,18,2
A,Chiles Rd & Mace Blvd (EB),2012-10-19,1,7
A,Silo Terminal & North Boarding Area (WB),2012-10-19,1358,842
A,Hutchison Dr & A St (EB),2012-10-19,6,4
A,Cowell Blvd & Mace Blvd (WB),2012-10-19,27,19
A,El Cemonte Ave & Glide Dr (SB),2012-10-22,84,86
A,2nd St & E St (WB),2012-10-22,30,34
A,Mace Blvd & 2nd St (NB),2012-10-22,9,5
A,Silo Terminal & North Boarding Area (WB),2012-10-22,1660,1070
A,Hutchison Dr & A St (EB),2012-10-22,10,0
A,C St & 1st St (SB),2012-10-22,3,4
A,Chiles Rd & Mace Blvd (EB),2012-10-22,5,22
A,5th St & Alhambra Dr (SB),2012-10-22,17,0
A,5th St & Pole Line Rd (WB),2012-10-22,105,31
A,3rd St & K St (WB),2012-10-22,70,1
A,L St & 425 (SB),2012-10-22,13,8
A,Hutchison & Shields Library (WB),2012-10-22,5,276
A,Alhambra Dr & Caceres Ct (WB),2012-10-22,15,0
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-22,23,5
A,5th St & San Rafael St (WB),2012-10-22,16,2
A,5th St & Pena Dr (EB),2012-10-22,1,23
A,3rd St & K St (EB),2012-10-22,17,64
A,Alhambra Dr & Mace Blvd (WB),2012-10-22,93,2
A,2nd St & E St (EB),2012-10-22,28,70
A,L St & 4th St (NB),2012-10-22,14,16
A,5th St & Arroyo Ave (EB),2012-10-22,5,26
A,Hutchison Dr & Art Building (EB),2012-10-22,247,6
A,5th St & Pole Line Rd (EB),2012-10-22,12,88
A,Mace Blvd & Cowell Blvd (NB),2012-10-22,15,9
A,5th St & San Sebastian St (WB),2012-10-22,15,0
A,A St & Hutchison (SB),2012-10-22,3,179
A,Mace Blvd & 2nd St (SB),2012-10-22,3,10
A,2nd St & B St (EB),2012-10-22,13,9
A,Alhambra Dr & Mace Blvd (EB),2012-10-22,8,93
A,5th St & Cantrill  (EB),2012-10-22,11,350
A,5th St & Davis PW Corp Yard (WB),2012-10-22,3,0
A,Alhambra Dr & 5th St (EB),2012-10-22,3,27
A,Alhambra Dr & Arroyo Ave (EB),2012-10-22,3,15
A,H St Alley & 2nd St (SB),2012-10-22,77,11
A,5th St & Spafford St (EB),2012-10-22,1,24
A,5th St & Cantrill (WB),2012-10-22,652,166
A,Cowell Blvd & Mace Blvd (WB),2012-10-22,30,24
A,H St & Amtrak Station (NB),2012-10-22,21,52
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-22,10,8
A,Cowell Blvd & Mace Blvd (WB),2012-10-23,33,23
A,5th St & Pole Line Rd (WB),2012-10-23,95,26
A,Hutchison Dr & Art Building (EB),2012-10-23,206,10
A,Hutchison Dr & A St (EB),2012-10-23,13,0
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-23,9,10
A,3rd St & K St (EB),2012-10-23,6,61
A,5th St & San Rafael St (WB),2012-10-23,14,1
A,Alhambra Dr & 5th St (EB),2012-10-23,5,27
A,5th St & Arroyo Ave (EB),2012-10-23,6,21
A,5th St & Cantrill (WB),2012-10-23,724,138
A,Mace Blvd & 2nd St (SB),2012-10-23,11,13
A,C St & 1st St (SB),2012-10-23,4,3
A,A St & Hutchison (SB),2012-10-23,6,195
A,Alhambra Dr & Mace Blvd (EB),2012-10-23,6,85
A,2nd St & E St (EB),2012-10-23,14,43
A,Chiles Rd & Mace Blvd (EB),2012-10-23,1,14
A,Alhambra Dr & Arroyo Ave (EB),2012-10-23,3,16
A,Alhambra Dr & Mace Blvd (WB),2012-10-23,96,3
A,El Cemonte Ave & Glide Dr (SB),2012-10-23,84,78
A,Mace Blvd & Cowell Blvd (NB),2012-10-23,8,5
A,5th St & Davis PW Corp Yard (WB),2012-10-23,8,2
A,5th St & Pole Line Rd (EB),2012-10-23,17,74
A,5th St & Cantrill  (EB),2012-10-23,4,327
A,2nd St & B St (EB),2012-10-23,13,21
A,2nd St & E St (WB),2012-10-23,17,22
A,3rd St & K St (WB),2012-10-23,67,3
A,Hutchison & Shields Library (WB),2012-10-23,3,311
A,Mace Blvd & 2nd St (NB),2012-10-23,3,2
A,5th St & San Sebastian St (WB),2012-10-23,9,0
A,Alhambra Dr & Caceres Ct (WB),2012-10-23,13,0
A,5th St & Pena Dr (EB),2012-10-23,5,16
A,H St Alley & 2nd St (SB),2012-10-23,36,13
A,L St & 425 (SB),2012-10-23,21,8
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-23,20,4
A,5th St & Alhambra Dr (SB),2012-10-23,20,0
A,H St & Amtrak Station (NB),2012-10-23,36,56
A,L St & 4th St (NB),2012-10-23,1,6
A,5th St & Spafford St (EB),2012-10-23,4,22
A,Silo Terminal & North Boarding Area (WB),2012-10-23,1524,996
A,5th St & Pole Line Rd (WB),2012-10-24,91,24
A,3rd St & K St (WB),2012-10-24,56,4
A,5th St & Cantrill  (EB),2012-10-24,15,331
A,3rd St & K St (EB),2012-10-24,13,58
A,Alhambra Dr & Mace Blvd (EB),2012-10-24,11,91
A,2nd St & E St (EB),2012-10-24,25,68
A,5th St & San Sebastian St (WB),2012-10-24,16,0
A,Alhambra Dr & 5th St (EB),2012-10-24,3,26
A,C St & 1st St (SB),2012-10-24,7,14
A,5th St & Cantrill (WB),2012-10-24,656,124
A,5th St & Alhambra Dr (SB),2012-10-24,11,0
A,Mace Blvd & Cowell Blvd (NB),2012-10-24,8,6
A,L St & 4th St (NB),2012-10-24,2,10
A,Hutchison & Shields Library (WB),2012-10-24,3,277
A,Hutchison Dr & A St (EB),2012-10-24,12,0
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-24,23,5
A,5th St & Davis PW Corp Yard (WB),2012-10-24,2,1
A,A St & Hutchison (SB),2012-10-24,4,190
A,Alhambra Dr & Caceres Ct (WB),2012-10-24,15,0
A,H St Alley & 2nd St (SB),2012-10-24,34,14
A,H St & Amtrak Station (NB),2012-10-24,33,40
A,Hutchison Dr & Art Building (EB),2012-10-24,191,4
A,5th St & San Rafael St (WB),2012-10-24,16,2
A,5th St & Pena Dr (EB),2012-10-24,2,17
A,L St & 425 (SB),2012-10-24,20,10
A,Cowell Blvd & Mace Blvd (WB),2012-10-24,40,25
A,5th St & Spafford St (EB),2012-10-24,1,13
A,Mace Blvd & 2nd St (NB),2012-10-24,7,6
A,Mace Blvd & 2nd St (SB),2012-10-24,11,18
A,5th St & Arroyo Ave (EB),2012-10-24,2,24
A,Alhambra Dr & Mace Blvd (WB),2012-10-24,93,1
A,2nd St & E St (WB),2012-10-24,34,22
A,Alhambra Dr & Arroyo Ave (EB),2012-10-24,0,24
A,Chiles Rd & Mace Blvd (EB),2012-10-24,2,7
A,El Cemonte Ave & Glide Dr (SB),2012-10-24,58,54
A,5th St & Pole Line Rd (EB),2012-10-24,15,78
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-24,10,14
A,2nd St & B St (EB),2012-10-24,21,15
A,Silo Terminal & North Boarding Area (WB),2012-10-24,1474,922
A,5th St & Pena Dr (EB),2012-10-25,4,15
A,Alhambra Dr & Mace Blvd (EB),2012-10-25,7,71
A,5th St & Pole Line Rd (EB),2012-10-25,6,55
A,H St Alley & 2nd St (SB),2012-10-25,38,12
A,Alhambra Dr & 5th St (EB),2012-10-25,2,29
A,L St & 425 (SB),2012-10-25,19,7
A,Hutchison & Shields Library (WB),2012-10-25,6,254
A,Alhambra Dr & Mace Blvd (WB),2012-10-25,90,3
A,Hutchison Dr & Art Building (EB),2012-10-25,165,5
A,5th St & Pole Line Rd (WB),2012-10-25,91,28
A,2nd St & B St (EB),2012-10-25,10,10
A,L St & 4th St (NB),2012-10-25,4,9
A,5th St & Cantrill (WB),2012-10-25,682,134
A,5th St & Spafford St (EB),2012-10-25,1,21
A,5th St & Davis PW Corp Yard (WB),2012-10-25,6,0
A,2nd St & E St (EB),2012-10-25,21,55
A,5th St & Alhambra Dr (SB),2012-10-25,11,0
A,Mace Blvd & Cowell Blvd (NB),2012-10-25,5,5
A,5th St & Arroyo Ave (EB),2012-10-25,3,14
A,5th St & San Rafael St (WB),2012-10-25,15,2
A,Alhambra Dr & Arroyo Ave (EB),2012-10-25,1,16
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-25,23,1
A,Chiles Rd & Mace Blvd (EB),2012-10-25,1,6
A,A St & Hutchison (SB),2012-10-25,1,159
A,3rd St & K St (WB),2012-10-25,56,5
A,2nd St & E St (WB),2012-10-25,16,23
A,H St & Amtrak Station (NB),2012-10-25,40,63
A,5th St & San Sebastian St (WB),2012-10-25,11,1
A,Silo Terminal & North Boarding Area (WB),2012-10-25,1326,972
A,Mace Blvd & 2nd St (NB),2012-10-25,1,0
A,3rd St & K St (EB),2012-10-25,8,63
A,5th St & Cantrill  (EB),2012-10-25,2,285
A,C St & 1st St (SB),2012-10-25,2,6
A,Hutchison Dr & A St (EB),2012-10-25,11,0
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-25,9,10
A,Alhambra Dr & Caceres Ct (WB),2012-10-25,14,0
A,Mace Blvd & 2nd St (SB),2012-10-25,10,10
A,Cowell Blvd & Mace Blvd (WB),2012-10-25,33,22
A,El Cemonte Ave & Glide Dr (SB),2012-10-25,80,64
A,2nd St & B St (EB),2012-10-26,6,12
A,5th St & San Rafael St (WB),2012-10-26,19,1
A,Hutchison Dr & A St (EB),2012-10-26,11,2
A,Hutchison Dr & Art Building (EB),2012-10-26,130,1
A,5th St & Cantrill (WB),2012-10-26,528,156
A,5th St & Spafford St (EB),2012-10-26,2,17
A,5th St & Davis PW Corp Yard (WB),2012-10-26,4,1
A,3rd St & K St (EB),2012-10-26,4,44
A,5th St & Pole Line Rd (WB),2012-10-26,77,19
A,Silo Terminal & North Boarding Area (WB),2012-10-26,1554,854
A,Chiles Rd & Mace Blvd (EB),2012-10-26,4,14
A,Mace Blvd & 2nd St (SB),2012-10-26,12,21
A,5th St & San Sebastian St (WB),2012-10-26,15,1
A,5th St & Pena Dr (EB),2012-10-26,2,15
A,Alhambra Dr & 5th St (EB),2012-10-26,0,14
A,5th St & Pole Line Rd (EB),2012-10-26,6,64
A,H St Alley & 2nd St (SB),2012-10-26,38,18
A,Mace Blvd & Cowell Blvd (NB),2012-10-26,9,3
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-26,6,12
A,5th St & Cantrill  (EB),2012-10-26,11,207
A,5th St & Arroyo Ave (EB),2012-10-26,2,13
A,El Cemonte Ave & Glide Dr (SB),2012-10-26,46,48
A,2nd St & E St (WB),2012-10-26,19,25
A,3rd St & K St (WB),2012-10-26,38,1
A,H St & Amtrak Station (NB),2012-10-26,37,177
A,Alhambra Dr & Mace Blvd (WB),2012-10-26,52,2
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-26,14,3
A,Alhambra Dr & Mace Blvd (EB),2012-10-26,13,62
A,5th St & Alhambra Dr (SB),2012-10-26,12,0
A,2nd St & E St (EB),2012-10-26,27,79
A,Alhambra Dr & Caceres Ct (WB),2012-10-26,15,2
A,Alhambra Dr & Arroyo Ave (EB),2012-10-26,1,17
A,C St & 1st St (SB),2012-10-26,3,16
A,Cowell Blvd & Mace Blvd (WB),2012-10-26,28,15
A,Hutchison & Shields Library (WB),2012-10-26,0,211
A,Mace Blvd & 2nd St (NB),2012-10-26,9,5
A,L St & 4th St (NB),2012-10-26,1,7
A,L St & 425 (SB),2012-10-26,15,7
A,A St & Hutchison (SB),2012-10-26,3,137
A,2nd St & B St (EB),2012-10-29,6,10
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-29,9,11
A,Hutchison Dr & Art Building (EB),2012-10-29,180,4
A,5th St & Cantrill (WB),2012-10-29,514,90
A,5th St & Pena Dr (EB),2012-10-29,4,18
A,Alhambra Dr & Mace Blvd (WB),2012-10-29,85,7
A,5th St & Davis PW Corp Yard (WB),2012-10-29,1,0
A,Mace Blvd & Cowell Blvd (NB),2012-10-29,11,8
A,L St & 425 (SB),2012-10-29,9,7
A,Mace Blvd & 2nd St (NB),2012-10-29,2,0
A,2nd St & E St (EB),2012-10-29,24,34
A,Chiles Rd & Mace Blvd (EB),2012-10-29,6,16
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-29,23,0
A,5th St & Pole Line Rd (WB),2012-10-29,85,17
A,5th St & Alhambra Dr (SB),2012-10-29,14,1
A,2nd St & E St (WB),2012-10-29,24,33
A,5th St & Spafford St (EB),2012-10-29,4,22
A,C St & 1st St (SB),2012-10-29,1,4
A,H St & Amtrak Station (NB),2012-10-29,37,29
A,Alhambra Dr & 5th St (EB),2012-10-29,2,24
A,Silo Terminal & North Boarding Area (WB),2012-10-29,1290,882
A,Cowell Blvd & Mace Blvd (WB),2012-10-29,27,19
A,Hutchison Dr & A St (EB),2012-10-29,11,0
A,Alhambra Dr & Mace Blvd (EB),2012-10-29,9,87
A,3rd St & K St (EB),2012-10-29,7,46
A,El Cemonte Ave & Glide Dr (SB),2012-10-29,60,66
A,L St & 4th St (NB),2012-10-29,3,5
A,H St Alley & 2nd St (SB),2012-10-29,65,16
A,Mace Blvd & 2nd St (SB),2012-10-29,3,10
A,Hutchison & Shields Library (WB),2012-10-29,7,232
A,Alhambra Dr & Arroyo Ave (EB),2012-10-29,2,16
A,A St & Hutchison (SB),2012-10-29,5,142
A,5th St & San Sebastian St (WB),2012-10-29,11,0
A,5th St & Cantrill  (EB),2012-10-29,9,286
A,5th St & San Rafael St (WB),2012-10-29,6,1
A,3rd St & K St (WB),2012-10-29,56,2
A,5th St & Arroyo Ave (EB),2012-10-29,1,22
A,Alhambra Dr & Caceres Ct (WB),2012-10-29,18,0
A,5th St & Pole Line Rd (EB),2012-10-29,12,88
A,Hutchison & Shields Library (WB),2012-10-30,5,280
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-30,11,9
A,5th St & Cantrill  (EB),2012-10-30,3,296
A,H St & Amtrak Station (NB),2012-10-30,24,47
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-30,19,3
A,C St & 1st St (SB),2012-10-30,3,4
A,L St & 4th St (NB),2012-10-30,2,8
A,5th St & San Rafael St (WB),2012-10-30,17,2
A,5th St & Pole Line Rd (WB),2012-10-30,97,34
A,Hutchison Dr & A St (EB),2012-10-30,10,0
A,Hutchison Dr & Art Building (EB),2012-10-30,171,6
A,2nd St & B St (EB),2012-10-30,13,11
A,Silo Terminal & North Boarding Area (WB),2012-10-30,1394,1008
A,5th St & Cantrill (WB),2012-10-30,684,108
A,3rd St & K St (EB),2012-10-30,1,63
A,Alhambra Dr & Mace Blvd (WB),2012-10-30,87,1
A,Alhambra Dr & 5th St (EB),2012-10-30,2,20
A,Alhambra Dr & Mace Blvd (EB),2012-10-30,5,82
A,2nd St & E St (EB),2012-10-30,25,43
A,Mace Blvd & 2nd St (SB),2012-10-30,3,7
A,Mace Blvd & 2nd St (NB),2012-10-30,8,2
A,H St Alley & 2nd St (SB),2012-10-30,48,17
A,5th St & Alhambra Dr (SB),2012-10-30,9,0
A,Mace Blvd & Cowell Blvd (NB),2012-10-30,9,6
A,Alhambra Dr & Caceres Ct (WB),2012-10-30,15,0
A,A St & Hutchison (SB),2012-10-30,2,186
A,Alhambra Dr & Arroyo Ave (EB),2012-10-30,6,20
A,5th St & Pena Dr (EB),2012-10-30,5,12
A,L St & 425 (SB),2012-10-30,14,6
A,5th St & Davis PW Corp Yard (WB),2012-10-30,8,2
A,5th St & Arroyo Ave (EB),2012-10-30,1,15
A,5th St & San Sebastian St (WB),2012-10-30,14,3
A,Chiles Rd & Mace Blvd (EB),2012-10-30,3,18
A,El Cemonte Ave & Glide Dr (SB),2012-10-30,72,64
A,2nd St & E St (WB),2012-10-30,19,23
A,5th St & Pole Line Rd (EB),2012-10-30,16,68
A,Cowell Blvd & Mace Blvd (WB),2012-10-30,37,17
A,5th St & Spafford St (EB),2012-10-30,1,24
A,3rd St & K St (WB),2012-10-30,56,4
A,Hutchison Dr & Art Building (EB),2012-10-31,180,3
A,Alhambra Dr & Arroyo Ave (EB),2012-10-31,0,12
A,2nd St & B St (EB),2012-10-31,5,10
A,H St & Amtrak Station (NB),2012-10-31,30,33
A,5th St & Pole Line Rd (EB),2012-10-31,14,75
A,5th St & Davis PW Corp Yard (WB),2012-10-31,2,2
A,L St & 425 (SB),2012-10-31,11,4
A,Alhambra Dr & 5th St (EB),2012-10-31,3,19
A,Alhambra Dr & Caceres Ct (WB),2012-10-31,13,0
A,H St Alley & 2nd St (SB),2012-10-31,52,19
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-31,6,8
A,5th St & Spafford St (EB),2012-10-31,0,18
A,5th St & Cantrill  (EB),2012-10-31,7,284
A,L St & 4th St (NB),2012-10-31,2,8
A,Mace Blvd & 2nd St (NB),2012-10-31,2,2
A,5th St & Arroyo Ave (EB),2012-10-31,3,15
A,Chiles Rd & Mace Blvd (EB),2012-10-31,2,19
A,2nd St & E St (WB),2012-10-31,22,20
A,Hutchison Dr & A St (EB),2012-10-31,11,1
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-31,21,1
A,C St & 1st St (SB),2012-10-31,5,6
A,5th St & Alhambra Dr (SB),2012-10-31,9,0
A,5th St & Pole Line Rd (WB),2012-10-31,104,24
A,5th St & Pena Dr (EB),2012-10-31,1,17
A,Silo Terminal & North Boarding Area (WB),2012-10-31,1356,824
A,3rd St & K St (EB),2012-10-31,7,45
A,Hutchison & Shields Library (WB),2012-10-31,5,264
A,Alhambra Dr & Mace Blvd (WB),2012-10-31,82,1
A,5th St & San Rafael St (WB),2012-10-31,10,1
A,Alhambra Dr & Mace Blvd (EB),2012-10-31,9,69
A,El Cemonte Ave & Glide Dr (SB),2012-10-31,74,74
A,3rd St & K St (WB),2012-10-31,49,4
A,5th St & Cantrill (WB),2012-10-31,628,126
A,5th St & San Sebastian St (WB),2012-10-31,14,1
A,Mace Blvd & Cowell Blvd (NB),2012-10-31,6,1
A,Mace Blvd & 2nd St (SB),2012-10-31,5,10
A,A St & Hutchison (SB),2012-10-31,5,186
A,2nd St & E St (EB),2012-10-31,18,72
A,Cowell Blvd & Mace Blvd (WB),2012-10-31,32,20
B,Sycamore Ln & University Mall (NB),2012-10-01,7,128
B,Sycamore Ln & Villanova Dr (SB),2012-10-01,7,1
B,Sycamore Ln & Villanova Dr (NB),2012-10-01,0,5
B,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-01,87,374
B,Drake Dr & Drake Dr  Apts (WB),2012-10-01,71,69
B,Sycamore Ln & Notre Dame Dr (SB),2012-10-01,50,17
B,Sycamore Ln & Wake Forest Dr (SB),2012-10-01,109,9
B,Sycamore Ln & Drake Dr (SB),2012-10-01,27,26
B,Sycamore Ln & 8th St (NB),2012-10-01,0,10
B,Sycamore & 8th (SB),2012-10-01,5,0
B,Memorial Union (B Line) & Howard Way (NB),2012-10-01,354,0
B,Radcliffe Dr & Apple Ln (NB),2012-10-01,0,4
B,Sycamore Ln & Radcliffe Dr (NB),2012-10-01,2,25
B,Sycamore Ln & Cornell Dr (NB),2012-10-01,0,4
B,Sycamore Ln & Villanova Dr (NB),2012-10-02,2,9
B,Sycamore Ln & Wake Forest Dr (SB),2012-10-02,110,4
B,Sycamore & 8th (SB),2012-10-02,3,0
B,Radcliffe Dr & Apple Ln (NB),2012-10-02,2,5
B,Sycamore Ln & Notre Dame Dr (SB),2012-10-02,37,25
B,Sycamore Ln & Cornell Dr (NB),2012-10-02,0,5
B,Sycamore Ln & Bucknell Dr (NB),2012-10-02,0,4
B,Drake Dr & Drake Dr  Apts (WB),2012-10-02,63,48
B,Sycamore Ln & Radcliffe Dr (NB),2012-10-02,1,19
B,Sycamore Ln & 8th St (NB),2012-10-02,1,5
B,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-02,98,329
B,Sycamore Ln & Drake Dr (SB),2012-10-02,39,16
B,Sycamore Ln & University Mall (NB),2012-10-02,2,111
B,Sycamore Ln & Villanova Dr (SB),2012-10-02,7,0
B,Memorial Union (B Line) & Howard Way (NB),2012-10-02,308,0
B,Sycamore Ln & Cornell Dr (SB),2012-10-02,6,0
B,Sycamore Ln & Notre Dame Dr (SB),2012-10-03,5,6
B,Sycamore Ln & University Mall (NB),2012-10-03,3,107
B,Sycamore Ln & Drake Dr (SB),2012-10-03,51,26
B,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-03,113,310
B,Sycamore Ln & Bucknell Dr (NB),2012-10-03,0,2
B,Sycamore Ln & 8th St (NB),2012-10-03,0,5
B,Sycamore Ln & Wake Forest Dr (SB),2012-10-03,99,6
B,Drake Dr & Drake Dr  Apts (WB),2012-10-03,81,52
B,Sycamore Ln & Radcliffe Dr (NB),2012-10-03,1,16
B,Sycamore Ln & Cornell Dr (NB),2012-10-03,0,9
B,Sycamore Ln & Villanova Dr (SB),2012-10-03,5,3
B,Memorial Union (B Line) & Howard Way (NB),2012-10-03,339,0
B,Sycamore Ln & Cornell Dr (SB),2012-10-03,5,0
B,Radcliffe Dr & Apple Ln (NB),2012-10-03,0,1
B,Sycamore Ln & Villanova Dr (NB),2012-10-03,1,3
B,Sycamore Ln & Notre Dame Dr (SB),2012-10-04,14,11
B,Sycamore Ln & Cornell Dr (NB),2012-10-04,0,7
B,Sycamore Ln & Villanova Dr (SB),2012-10-04,6,0
B,Sycamore Ln & Drake Dr (SB),2012-10-04,60,34
B,Sycamore Ln & University Mall (NB),2012-10-04,6,120
B,Sycamore Ln & Wake Forest Dr (SB),2012-10-04,113,7
B,Sycamore Ln & Villanova Dr (NB),2012-10-04,0,5
B,Sycamore Ln & 8th St (NB),2012-10-04,0,3
B,Sycamore Ln & Radcliffe Dr (NB),2012-10-04,5,24
B,Drake Dr & Drake Dr  Apts (WB),2012-10-04,65,64
B,Sycamore Ln & Cornell Dr (SB),2012-10-04,5,0
B,Memorial Union Terminal Arrival & Howard Way (NB),2012-10-04,81,349
B,Sycamore & 8th (SB),2012-10-04,3,0
B,Radcliffe Dr & Apple Ln (NB),2012-10-04,1,5
B,Memorial Union (B Line) & Howard Way (NB),2012-10-04,301,0
B,Sycamore Ln & Villanova Dr (NB),2012-10-05,0,4
B,Sycamore Ln & Cornell Dr (NB),2012-10-05,1,7
B,Sycamore Ln & Notre Dame Dr (SB),2012-10-05,20,14
B,Sycamore Ln & Villanova Dr (SB),2012-10-05,8,1
