route,stop,date,boarding,deboarding
A,Alhambra Dr & Mace Blvd (WB),2012-10-01,93,2
A,A St & Hutchison (SB),2012-10-01,5,199
A,3rd St & K St (WB),2012-10-01,53,3
A,Chiles Rd & Mace Blvd (EB),2012-10-01,7,16
A,C St & 1st St (SB),2012-10-01,2,11
A,Mace Blvd & Cowell Blvd (NB),2012-10-01,14,7
A,2nd St & E St (WB),2012-10-01,41,39
A,Alhambra Dr & Arroyo Ave (EB),2012-10-01,4,20
A,5th St & Arroyo Ave (EB),2012-10-01,6,17
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-01,18,1
A,H St & Amtrak Station (NB),2012-10-01,29,36
A,3rd St & K St (EB),2012-10-01,5,54
A,Alhambra Dr & 5th St (EB),2012-10-01,1,15
A,5th St & Cantrill  (EB),2012-10-01,6,299
A,5th St & Spafford St (EB),2012-10-01,3,16
A,5th St & San Rafael St (WB),2012-10-01,9,3
A,5th St & Pole Line Rd (EB),2012-10-01,17,83
A,Silo Terminal & North Boarding Area (WB),2012-10-01,1368,886
A,5th St & Alhambra Dr (SB),2012-10-01,7,0
A,Mace Blvd & 2nd St (SB),2012-10-01,5,5
A,2nd St & B St (EB),2012-10-01,26,7
A,Cowell Blvd & Mace Blvd (WB),2012-10-01,29,24
A,El Cemonte Ave & Glide Dr (SB),2012-10-01,78,76
A,L St & 4th St (NB),2012-10-01,5,3
A,5th St & Pena Dr (EB),2012-10-01,3,11
A,5th St & San Sebastian St (WB),2012-10-01,12,0
A,Alhambra Dr & Mace Blvd (EB),2012-10-01,6,94
A,5th St & Davis PW Corp Yard (WB),2012-10-01,2,3
A,Hutchison Dr & Art Building (EB),2012-10-01,216,1
A,L St & 425 (SB),2012-10-01,22,10
A,Hutchison & Shields Library (WB),2012-10-01,2,266
A,5th St & Cantrill (WB),2012-10-01,654,168
A,2nd St & E St (EB),2012-10-01,23,57
A,Hutchison Dr & A St (EB),2012-10-01,7,1
A,Mace Blvd & 2nd St (NB),2012-10-01,4,1
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-01,6,7
A,H St Alley & 2nd St (SB),2012-10-01,53,22
A,Alhambra Dr & Caceres Ct (WB),2012-10-01,15,0
A,5th St & Pole Line Rd (WB),2012-10-01,81,30
A,Silo Terminal & North Boarding Area (WB),2012-10-02,1446,996
A,Alhambra Dr & Caceres Ct (WB),2012-10-02,15,0
A,Mace Blvd & Cowell Blvd (NB),2012-10-02,14,5
A,5th St & Pena Dr (EB),2012-10-02,3,19
A,C St & 1st St (SB),2012-10-02,2,7
A,5th St & San Rafael St (WB),2012-10-02,9,0
A,Chiles Rd & Mace Blvd (EB),2012-10-02,3,16
A,5th St & Cantrill (WB),2012-10-02,786,160
A,3rd St & K St (WB),2012-10-02,57,0
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-02,22,3
A,2nd St & E St (WB),2012-10-02,35,17
A,H St Alley & 2nd St (SB),2012-10-02,47,17
A,L St & 425 (SB),2012-10-02,17,7
A,3rd St & K St (EB),2012-10-02,2,53
A,5th St & Pole Line Rd (WB),2012-10-02,94,27
A,2nd St & E St (EB),2012-10-02,22,54
A,Alhambra Dr & Mace Blvd (EB),2012-10-02,11,100
A,Hutchison & Shields Library (WB),2012-10-02,1,315
A,Hutchison Dr & Art Building (EB),2012-10-02,224,8
A,Cowell Blvd & Mace Blvd (WB),2012-10-02,24,22
A,El Cemonte Ave & Glide Dr (SB),2012-10-02,80,78
A,5th St & Cantrill  (EB),2012-10-02,7,348
A,L St & 4th St (NB),2012-10-02,2,13
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-02,6,6
A,Alhambra Dr & Mace Blvd (WB),2012-10-02,92,1
A,Mace Blvd & 2nd St (NB),2012-10-02,4,4
A,5th St & Alhambra Dr (SB),2012-10-02,12,1
A,2nd St & B St (EB),2012-10-02,20,15
A,5th St & Spafford St (EB),2012-10-02,2,12
A,Alhambra Dr & 5th St (EB),2012-10-02,1,20
A,5th St & Arroyo Ave (EB),2012-10-02,3,16
A,H St & Amtrak Station (NB),2012-10-02,49,61
A,5th St & Davis PW Corp Yard (WB),2012-10-02,3,1
A,A St & Hutchison (SB),2012-10-02,1,184
A,Alhambra Dr & Arroyo Ave (EB),2012-10-02,5,22
A,5th St & Pole Line Rd (EB),2012-10-02,19,61
A,Hutchison Dr & A St (EB),2012-10-02,10,0
A,Mace Blvd & 2nd St (SB),2012-10-02,9,7
A,5th St & San Sebastian St (WB),2012-10-02,6,0
A,Alhambra Dr & Mace Blvd (WB),2012-10-03,99,4
A,Alhambra Dr & 5th St (EB),2012-10-03,2,20
A,Hutchison Dr & A St (EB),2012-10-03,11,2
A,A St & Hutchison (SB),2012-10-03,1,194
A,C St & 1st St (SB),2012-10-03,3,4
A,5th St & Pole Line Rd (EB),2012-10-03,7,72
A,Mace Blvd & 2nd St (NB),2012-10-03,5,1
A,Alhambra Dr & Mace Blvd (EB),2012-10-03,6,95
A,5th St & San Sebastian St (WB),2012-10-03,11,0
A,Silo Terminal & North Boarding Area (WB),2012-10-03,1468,982
A,H St & Amtrak Station (NB),2012-10-03,31,46
A,L St & 425 (SB),2012-10-03,17,9
A,5th St & Davis PW Corp Yard (WB),2012-10-03,2,2
A,L St & 4th St (NB),2012-10-03,3,10
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-03,25,3
A,Hutchison Dr & Art Building (EB),2012-10-03,199,3
A,3rd St & K St (WB),2012-10-03,56,4
A,Alhambra Dr & Arroyo Ave (EB),2012-10-03,3,19
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-03,6,10
A,Chiles Rd & Mace Blvd (EB),2012-10-03,5,10
A,5th St & Pena Dr (EB),2012-10-03,5,16
A,El Cemonte Ave & Glide Dr (SB),2012-10-03,66,90
A,Mace Blvd & Cowell Blvd (NB),2012-10-03,9,3
A,2nd St & B St (EB),2012-10-03,26,5
A,5th St & Alhambra Dr (SB),2012-10-03,13,0
A,H St Alley & 2nd St (SB),2012-10-03,40,11
A,Hutchison & Shields Library (WB),2012-10-03,4,309
A,Cowell Blvd & Mace Blvd (WB),2012-10-03,26,22
A,5th St & Arroyo Ave (EB),2012-10-03,3,22
A,Alhambra Dr & Caceres Ct (WB),2012-10-03,15,0
A,5th St & Cantrill  (EB),2012-10-03,5,358
A,2nd St & E St (WB),2012-10-03,25,35
A,5th St & Pole Line Rd (WB),2012-10-03,101,29
A,3rd St & K St (EB),2012-10-03,7,60
A,5th St & Cantrill (WB),2012-10-03,798,184
A,5th St & Spafford St (EB),2012-10-03,0,17
A,2nd St & E St (EB),2012-10-03,28,33
A,Mace Blvd & 2nd St (SB),2012-10-03,5,5
A,5th St & San Rafael St (WB),2012-10-03,11,1
A,El Cemonte Ave & Glide Dr (SB),2012-10-04,68,74
A,A St & Hutchison (SB),2012-10-04,5,166
A,5th St & Pole Line Rd (WB),2012-10-04,100,14
A,Hutchison Dr & A St (EB),2012-10-04,7,1
A,5th St & Arroyo Ave (EB),2012-10-04,2,25
A,Alhambra Dr & Caceres Ct (WB),2012-10-04,22,0
A,2nd St & B St (EB),2012-10-04,8,7
A,H St Alley & 2nd St (SB),2012-10-04,44,17
A,5th St & San Sebastian St (WB),2012-10-04,14,1
A,Cowell Blvd & Mace Blvd (WB),2012-10-04,26,22
A,Mace Blvd & Cowell Blvd (NB),2012-10-04,7,8
A,Mace Blvd & 2nd St (NB),2012-10-04,5,1
A,Alhambra Dr & Mace Blvd (EB),2012-10-04,5,75
A,H St & Amtrak Station (NB),2012-10-04,23,56
A,Alhambra Dr & Arroyo Ave (EB),2012-10-04,2,21
A,Alhambra Dr & 5th St (EB),2012-10-04,2,15
A,L St & 425 (SB),2012-10-04,16,8
A,5th St & Pena Dr (EB),2012-10-04,4,18
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-04,26,3
A,Chiles Rd & Mace Blvd (EB),2012-10-04,3,14
A,5th St & Davis PW Corp Yard (WB),2012-10-04,5,0
A,3rd St & K St (EB),2012-10-04,4,63
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-04,8,6
A,2nd St & E St (EB),2012-10-04,21,31
A,L St & 4th St (NB),2012-10-04,3,10
A,5th St & San Rafael St (WB),2012-10-04,16,2
A,5th St & Cantrill (WB),2012-10-04,722,140
A,5th St & Spafford St (EB),2012-10-04,4,15
A,Silo Terminal & North Boarding Area (WB),2012-10-04,1364,978
A,Hutchison & Shields Library (WB),2012-10-04,4,287
A,5th St & Cantrill  (EB),2012-10-04,11,333
A,2nd St & E St (WB),2012-10-04,12,29
A,Mace Blvd & 2nd St (SB),2012-10-04,2,6
A,5th St & Alhambra Dr (SB),2012-10-04,14,1
A,3rd St & K St (WB),2012-10-04,61,4
A,5th St & Pole Line Rd (EB),2012-10-04,12,68
A,C St & 1st St (SB),2012-10-04,0,5
A,Alhambra Dr & Mace Blvd (WB),2012-10-04,84,1
A,Hutchison Dr & Art Building (EB),2012-10-04,178,9
A,A St & Hutchison (SB),2012-10-05,9,132
A,2nd St & E St (WB),2012-10-05,31,29
A,2nd St & B St (EB),2012-10-05,10,6
A,5th St & San Rafael St (WB),2012-10-05,13,3
A,Mace Blvd & Cowell Blvd (NB),2012-10-05,11,3
A,5th St & Alhambra Dr (SB),2012-10-05,7,0
A,5th St & Cantrill  (EB),2012-10-05,7,222
A,5th St & Pole Line Rd (EB),2012-10-05,11,50
A,5th St & Spafford St (EB),2012-10-05,1,16
A,2nd St & E St (EB),2012-10-05,19,55
A,L St & 4th St (NB),2012-10-05,2,6
A,Chiles Rd & Mace Blvd (EB),2012-10-05,0,8
A,Silo Terminal & North Boarding Area (WB),2012-10-05,1396,840
A,5th St & Pena Dr (EB),2012-10-05,2,26
A,Alhambra Dr & 5th St (EB),2012-10-05,1,11
A,El Cemonte Ave & Glide Dr (SB),2012-10-05,54,64
A,Hutchison Dr & Art Building (EB),2012-10-05,127,1
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-05,23,4
A,5th St & Davis PW Corp Yard (WB),2012-10-05,2,2
A,Alhambra Dr & Caceres Ct (WB),2012-10-05,15,0
A,Alhambra Dr & Mace Blvd (EB),2012-10-05,5,63
A,3rd St & K St (WB),2012-10-05,39,6
A,Hutchison & Shields Library (WB),2012-10-05,18,220
A,Cowell Blvd & Mace Blvd (WB),2012-10-05,24,20
A,Alhambra Dr & Mace Blvd (WB),2012-10-05,75,3
A,L St & 425 (SB),2012-10-05,10,8
A,Alhambra Dr & Arroyo Ave (EB),2012-10-05,5,23
A,Hutchison Dr & A St (EB),2012-10-05,6,0
A,C St & 1st St (SB),2012-10-05,4,13
A,Mace Blvd & 2nd St (NB),2012-10-05,6,2
A,H St & Amtrak Station (NB),2012-10-05,49,203
A,5th St & Pole Line Rd (WB),2012-10-05,64,29
A,5th St & Arroyo Ave (EB),2012-10-05,4,14
A,5th St & San Sebastian St (WB),2012-10-05,11,0
A,Mace Blvd & 2nd St (SB),2012-10-05,13,17
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-05,5,7
A,H St Alley & 2nd St (SB),2012-10-05,50,44
A,3rd St & K St (EB),2012-10-05,9,34
A,5th St & Cantrill (WB),2012-10-05,640,162
A,Cowell Blvd & Mace Blvd (WB),2012-10-08,26,18
A,3rd St & K St (WB),2012-10-08,50,4
A,Alhambra Dr & 5th St (EB),2012-10-08,0,21
A,Alhambra Dr & Arroyo Ave (EB),2012-10-08,1,19
A,5th St & San Rafael St (WB),2012-10-08,10,0
A,5th St & Cantrill (WB),2012-10-08,532,136
A,5th St & Pole Line Rd (WB),2012-10-08,72,17
A,A St & Hutchison (SB),2012-10-08,1,163
A,Hutchison Dr & A St (EB),2012-10-08,12,3
A,Hutchison Dr & Art Building (EB),2012-10-08,187,4
A,L St & 4th St (NB),2012-10-08,0,5
A,5th St & Pena Dr (EB),2012-10-08,1,11
A,Mace Blvd & 2nd St (NB),2012-10-08,6,6
A,Silo Terminal & North Boarding Area (WB),2012-10-08,1374,950
A,H St Alley & 2nd St (SB),2012-10-08,52,11
A,Hutchison & Shields Library (WB),2012-10-08,1,223
A,Alhambra Dr & Caceres Ct (WB),2012-10-08,11,0
A,5th St & Spafford St (EB),2012-10-08,2,8
A,Mace Blvd & 2nd St (SB),2012-10-08,5,15
A,Alhambra Dr & Mace Blvd (EB),2012-10-08,3,96
A,Mace Blvd & Cowell Blvd (NB),2012-10-08,10,8
A,El Cemonte Ave & Glide Dr (SB),2012-10-08,66,68
A,2nd St & E St (WB),2012-10-08,28,13
A,Alhambra Dr & Mace Blvd (WB),2012-10-08,98,1
A,5th St & Cantrill  (EB),2012-10-08,5,323
A,Chiles Rd & Mace Blvd (EB),2012-10-08,3,12
A,L St & 425 (SB),2012-10-08,9,6
A,5th St & San Sebastian St (WB),2012-10-08,8,0
A,C St & 1st St (SB),2012-10-08,3,6
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-08,7,5
A,5th St & Arroyo Ave (EB),2012-10-08,3,18
A,2nd St & B St (EB),2012-10-08,12,5
A,5th St & Alhambra Dr (SB),2012-10-08,14,0
A,5th St & Davis PW Corp Yard (WB),2012-10-08,4,0
A,H St & Amtrak Station (NB),2012-10-08,27,63
A,5th St & Pole Line Rd (EB),2012-10-08,6,64
A,2nd St & E St (EB),2012-10-08,13,28
A,3rd St & K St (EB),2012-10-08,3,46
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-08,22,1
A,5th St & Cantrill  (EB),2012-10-09,40,338
A,Mace Blvd & 2nd St (NB),2012-10-09,0,1
A,Mace Blvd & Cowell Blvd (NB),2012-10-09,12,3
A,El Cemonte Ave & Glide Dr (SB),2012-10-09,102,94
A,2nd St & E St (EB),2012-10-09,39,43
A,5th St & Arroyo Ave (EB),2012-10-09,2,14
A,5th St & San Rafael St (WB),2012-10-09,13,1
A,Mace Blvd & 2nd St (SB),2012-10-09,3,5
A,2nd St & B St (EB),2012-10-09,14,2
A,H St Alley & 2nd St (SB),2012-10-09,44,21
A,5th St & Spafford St (EB),2012-10-09,1,16
A,5th St & Pena Dr (EB),2012-10-09,4,17
A,Hutchison & Shields Library (WB),2012-10-09,6,282
A,2nd St & E St (WB),2012-10-09,7,16
A,Silo Terminal & North Boarding Area (WB),2012-10-09,1328,1056
A,Hutchison Dr & Art Building (EB),2012-10-09,198,9
A,L St & 425 (SB),2012-10-09,12,3
A,5th St & Pole Line Rd (WB),2012-10-09,97,17
A,5th St & San Sebastian St (WB),2012-10-09,14,1
A,Cowell Blvd & Mace Blvd (WB),2012-10-09,34,20
A,5th St & Cantrill (WB),2012-10-09,772,134
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-09,9,7
A,Alhambra Dr & 5th St (EB),2012-10-09,2,20
A,Chiles Rd & Mace Blvd (EB),2012-10-09,4,11
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-09,23,4
A,Hutchison Dr & A St (EB),2012-10-09,9,0
A,H St & Amtrak Station (NB),2012-10-09,36,63
A,5th St & Alhambra Dr (SB),2012-10-09,16,1
A,3rd St & K St (WB),2012-10-09,54,4
A,A St & Hutchison (SB),2012-10-09,2,166
A,C St & 1st St (SB),2012-10-09,2,8
A,5th St & Davis PW Corp Yard (WB),2012-10-09,5,0
A,3rd St & K St (EB),2012-10-09,9,52
A,Alhambra Dr & Caceres Ct (WB),2012-10-09,9,1
A,Alhambra Dr & Mace Blvd (EB),2012-10-09,6,87
A,Alhambra Dr & Mace Blvd (WB),2012-10-09,98,1
A,5th St & Pole Line Rd (EB),2012-10-09,15,78
A,Alhambra Dr & Arroyo Ave (EB),2012-10-09,3,21
A,L St & 4th St (NB),2012-10-09,1,10
A,C St & 1st St (SB),2012-10-10,1,9
A,Alhambra Dr & Mace Blvd (WB),2012-10-10,109,4
A,5th St & San Sebastian St (WB),2012-10-10,12,2
A,5th St & Pena Dr (EB),2012-10-10,3,18
A,2nd St & E St (WB),2012-10-10,21,26
A,A St & Hutchison (SB),2012-10-10,3,185
A,3rd St & K St (WB),2012-10-10,55,3
A,H St & Amtrak Station (NB),2012-10-10,27,38
A,Hutchison & Shields Library (WB),2012-10-10,10,273
A,L St & 425 (SB),2012-10-10,12,7
A,2nd St & E St (EB),2012-10-10,21,15
A,H St Alley & 2nd St (SB),2012-10-10,31,9
A,El Cemonte Ave & Glide Dr (SB),2012-10-10,82,62
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-10,20,2
A,Alhambra Dr & 5th St (EB),2012-10-10,6,21
A,Chiles Rd & Mace Blvd (EB),2012-10-10,3,12
A,Cowell Blvd & Mace Blvd (WB),2012-10-10,25,16
A,Alhambra Dr & Mace Blvd (EB),2012-10-10,4,79
A,Hutchison Dr & A St (EB),2012-10-10,40,37
A,Mace Blvd & Cowell Blvd (NB),2012-10-10,9,5
A,L St & 4th St (NB),2012-10-10,0,11
A,Hutchison Dr & Art Building (EB),2012-10-10,169,3
A,Alhambra Dr & Arroyo Ave (EB),2012-10-10,2,19
A,3rd St & K St (EB),2012-10-10,5,49
A,Mace Blvd & 2nd St (NB),2012-10-10,3,1
A,Mace Blvd & 2nd St (SB),2012-10-10,9,13
A,2nd St & B St (EB),2012-10-10,15,13
A,Alhambra Dr & Caceres Ct (WB),2012-10-10,12,0
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-10,8,8
A,5th St & San Rafael St (WB),2012-10-10,15,1
A,5th St & Davis PW Corp Yard (WB),2012-10-10,1,0
A,5th St & Alhambra Dr (SB),2012-10-10,10,1
A,5th St & Pole Line Rd (EB),2012-10-10,14,62
A,5th St & Cantrill  (EB),2012-10-10,7,272
A,5th St & Spafford St (EB),2012-10-10,0,14
A,5th St & Cantrill (WB),2012-10-10,696,164
A,5th St & Arroyo Ave (EB),2012-10-10,2,15
A,5th St & Pole Line Rd (WB),2012-10-10,95,17
A,Silo Terminal & North Boarding Area (WB),2012-10-10,1302,846
A,Mace Blvd & 2nd St (SB),2012-10-11,2,2
A,Alhambra Dr & Caceres Ct (WB),2012-10-11,16,0
A,Alhambra Dr & Mace Blvd (WB),2012-10-11,89,0
A,Silo Terminal & North Boarding Area (WB),2012-10-11,1384,960
A,Cowell Blvd & Mace Blvd (WB),2012-10-11,26,18
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-11,6,8
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-11,14,2
A,Chiles Rd & Mace Blvd (EB),2012-10-11,4,15
A,Alhambra Dr & 5th St (EB),2012-10-11,3,16
A,5th St & Alhambra Dr (SB),2012-10-11,9,0
A,Hutchison Dr & Art Building (EB),2012-10-11,159,6
A,H St Alley & 2nd St (SB),2012-10-11,45,15
A,Mace Blvd & Cowell Blvd (NB),2012-10-11,6,2
A,Mace Blvd & 2nd St (NB),2012-10-11,7,1
A,Hutchison Dr & A St (EB),2012-10-11,31,1
A,C St & 1st St (SB),2012-10-11,0,7
A,5th St & San Sebastian St (WB),2012-10-11,10,0
A,5th St & Pole Line Rd (WB),2012-10-11,112,28
A,3rd St & K St (EB),2012-10-11,5,45
A,2nd St & B St (EB),2012-10-11,10,10
A,5th St & Davis PW Corp Yard (WB),2012-10-11,3,1
A,A St & Hutchison (SB),2012-10-11,0,138
A,Alhambra Dr & Arroyo Ave (EB),2012-10-11,2,19
A,3rd St & K St (WB),2012-10-11,53,15
A,L St & 425 (SB),2012-10-11,10,7
A,Hutchison & Shields Library (WB),2012-10-11,5,258
A,H St & Amtrak Station (NB),2012-10-11,29,41
A,2nd St & E St (EB),2012-10-11,23,50
A,5th St & Cantrill  (EB),2012-10-11,3,320
A,5th St & Pena Dr (EB),2012-10-11,1,15
A,5th St & Cantrill (WB),2012-10-11,734,94
A,5th St & Pole Line Rd (EB),2012-10-11,14,60
A,5th St & Arroyo Ave (EB),2012-10-11,1,22
A,Alhambra Dr & Mace Blvd (EB),2012-10-11,4,84
A,2nd St & E St (WB),2012-10-11,19,24
A,5th St & Spafford St (EB),2012-10-11,2,19
A,El Cemonte Ave & Glide Dr (SB),2012-10-11,68,56
A,L St & 4th St (NB),2012-10-11,5,4
A,5th St & San Rafael St (WB),2012-10-11,14,1
A,5th St & San Sebastian St (WB),2012-10-12,13,0
A,3rd St & K St (EB),2012-10-12,2,30
A,5th St & Pole Line Rd (EB),2012-10-12,10,46
A,5th St & Spafford St (EB),2012-10-12,2,25
A,5th St & Pena Dr (EB),2012-10-12,2,27
A,2nd St & B St (EB),2012-10-12,13,15
A,Alhambra Dr & Arroyo Ave (EB),2012-10-12,5,21
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-12,2,4
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-12,20,5
A,C St & 1st St (SB),2012-10-12,2,3
A,Mace Blvd & 2nd St (SB),2012-10-12,9,18
A,5th St & Pole Line Rd (WB),2012-10-12,83,24
A,5th St & Arroyo Ave (EB),2012-10-12,2,15
A,5th St & Alhambra Dr (SB),2012-10-12,14,0
A,5th St & Cantrill (WB),2012-10-12,616,124
A,Mace Blvd & 2nd St (NB),2012-10-12,13,3
A,Alhambra Dr & Mace Blvd (EB),2012-10-12,9,52
A,5th St & Davis PW Corp Yard (WB),2012-10-12,1,1
A,Chiles Rd & Mace Blvd (EB),2012-10-12,3,12
A,L St & 4th St (NB),2012-10-12,0,9
A,H St Alley & 2nd St (SB),2012-10-12,27,18
A,L St & 425 (SB),2012-10-12,8,3
A,Cowell Blvd & Mace Blvd (WB),2012-10-12,23,14
A,2nd St & E St (WB),2012-10-12,29,33
A,Hutchison Dr & Art Building (EB),2012-10-12,140,4
A,2nd St & E St (EB),2012-10-12,24,40
A,Alhambra Dr & 5th St (EB),2012-10-12,1,11
A,Mace Blvd & Cowell Blvd (NB),2012-10-12,11,5
A,Hutchison Dr & A St (EB),2012-10-12,11,6
A,A St & Hutchison (SB),2012-10-12,1,153
A,El Cemonte Ave & Glide Dr (SB),2012-10-12,50,38
A,5th St & Cantrill  (EB),2012-10-12,8,214
A,3rd St & K St (WB),2012-10-12,34,0
A,H St & Amtrak Station (NB),2012-10-12,37,202
A,Hutchison & Shields Library (WB),2012-10-12,5,199
A,5th St & San Rafael St (WB),2012-10-12,17,2
A,Alhambra Dr & Mace Blvd (WB),2012-10-12,67,4
A,Silo Terminal & North Boarding Area (WB),2012-10-12,1492,806
A,Alhambra Dr & Caceres Ct (WB),2012-10-12,15,0
A,5th St & San Rafael St (WB),2012-10-15,9,1
A,Alhambra Dr & Caceres Ct (WB),2012-10-15,14,1
A,H St & Amtrak Station (NB),2012-10-15,23,39
A,Chiles Rd & Mace Blvd (EB),2012-10-15,4,13
A,5th St & Pole Line Rd (EB),2012-10-15,14,63
A,Mace Blvd & 2nd St (SB),2012-10-15,6,9
A,2nd St & B St (EB),2012-10-15,9,7
A,Alhambra Dr & 5th St (EB),2012-10-15,0,15
A,5th St & Davis PW Corp Yard (WB),2012-10-15,1,1
A,Cowell Blvd & Mace Blvd (WB),2012-10-15,29,26
A,5th St & Spafford St (EB),2012-10-15,0,14
A,H St Alley & 2nd St (SB),2012-10-15,57,9
A,L St & 425 (SB),2012-10-15,11,5
A,L St & 4th St (NB),2012-10-15,1,4
A,A St & Hutchison (SB),2012-10-15,1,135
A,2nd St & E St (EB),2012-10-15,15,36
A,5th St & Pena Dr (EB),2012-10-15,4,17
A,Silo Terminal & North Boarding Area (WB),2012-10-15,1332,826
A,5th St & Pole Line Rd (WB),2012-10-15,79,17
A,Alhambra Dr & Mace Blvd (WB),2012-10-15,101,3
A,5th St & San Sebastian St (WB),2012-10-15,16,2
A,3rd St & K St (WB),2012-10-15,43,4
A,5th St & Cantrill (WB),2012-10-15,498,110
A,5th St & Cantrill  (EB),2012-10-15,6,284
A,Alhambra Dr & Mace Blvd (EB),2012-10-15,5,89
A,Mace Blvd & Cowell Blvd (NB),2012-10-15,13,3
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-15,8,10
A,Hutchison Dr & Art Building (EB),2012-10-15,168,2
A,Mace Blvd & 2nd St (NB),2012-10-15,4,1
A,5th St & Arroyo Ave (EB),2012-10-15,3,20
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-15,19,1
A,C St & 1st St (SB),2012-10-15,0,5
A,Hutchison & Shields Library (WB),2012-10-15,2,242
A,5th St & Alhambra Dr (SB),2012-10-15,11,1
A,Alhambra Dr & Arroyo Ave (EB),2012-10-15,3,18
A,2nd St & E St (WB),2012-10-15,26,11
A,3rd St & K St (EB),2012-10-15,4,42
A,Hutchison Dr & A St (EB),2012-10-15,8,2
A,El Cemonte Ave & Glide Dr (SB),2012-10-15,78,70
A,Alhambra Dr & Caceres Ct (WB),2012-10-16,16,1
A,5th St & Cantrill (WB),2012-10-16,660,146
A,2nd St & E St (EB),2012-10-16,10,42
A,5th St & San Rafael St (WB),2012-10-16,8,4
A,H St & Amtrak Station (NB),2012-10-16,30,49
A,5th St & Pelz Bike Path Tunnel (WB),2012-10-16,16,3
A,Alhambra Dr & Arroyo Ave (EB),2012-10-16,1,17
A,Cowell Blvd & El Cemonte Ave (WB),2012-10-16,8,5
A,5th St & Alhambra Dr (SB),2012-10-16,10,0
A,A St & Hutchison (SB),2012-10-16,2,169
A,5th St & Arroyo Ave (EB),2012-10-16,4,17
A,2nd St & E St (WB),2012-10-16,14,13
A,L St & 425 (SB),2012-10-16,12,9
A,5th St & Pole Line Rd (EB),2012-10-16,7,63
A,Hutchison & Shields Library (WB),2012-10-16,7,287
A,Hutchison Dr & Art Building (EB),2012-10-16,169,1
A,Hutchison Dr & A St (EB),2012-10-16,14,0
A,3rd St & K St (WB),2012-10-16,52,2
A,2nd St & B St (EB),2012-10-16,9,4
A,H St Alley & 2nd St (SB),2012-10-16,37,16
A,5th St & Spafford St (EB),2012-10-16,3,13
A,5th St & San Sebastian St (WB),2012-10-16,8,1
A,C St & 1st St (SB),2012-10-16,3,4
A,3rd St & K St (EB),2012-10-16,3,55
A,5th St & Pena Dr (EB),2012-10-16,5,14
A,Silo Terminal & North Boarding Area (WB),2012-10-16,1352,890
A,5th St & Davis PW Corp Yard (WB),2012-10-16,6,1
A,Alhambra Dr & Mace Blvd (EB),2012-10-16,6,92
A,Mace Blvd & 2nd St (SB),2012-10-16,1,2
A,Alhambra Dr & Mace Blvd (WB),2012-10-16,92,0
A,5th St & Pole Line Rd (WB),2012-10-16,90,16
A,Mace Blvd & Cowell Blvd (NB),2012-10-16,8,5
A,Cowell Blvd & Mace Blvd (WB),2012-10-16,34,22
A,Chiles Rd & Mace Blvd (EB),2012-10-16,3,15
A,Alhambra Dr & 5th St (EB),2012-10-16,1,18
A,El Cemonte Ave & Glide Dr (SB),2012-10-16,78,64
A,Mace Blvd & 2nd St (NB),2012-10-16,5,0
A,L St & 4th St (NB),2012-10-16,3,15
A,5th St & Cantrill  (EB),2012-10-16,3,284
A,2nd St & B St (EB),2012-10-17,5,13
A,3rd St & K St (WB),2012-10-17,47,7
A,L St & 4th St (NB),2012-10-17,1,9
A,Hutchison Dr & Art Building (EB),2012-10-17,197,7
A,L St & 425 (SB),2012-10-17,20,12
A,5th St & Spafford St (EB),2012-10-17,0,13
A,H St & Amtrak Station (NB),2012-10-17,22,53
A,5th St & Davis PW Corp Yard (WB),2012-10-17,4,1
A,Mace Blvd & 2nd St (NB),2012-10-17,4,3
A,5th St & Cantrill (WB),2012-10-17,632,120
A,5th St & Pole Line Rd (EB),2012-10-17,12,71
A,5th St & Arroyo Ave (EB),2012-10-17,1,16
A,3rd St & K St (EB),2012-10-17,7,44
A,Silo Terminal & North Boarding Area (WB),2012-10-17,1372,888
A,Alhambra Dr & Arroyo Ave (EB),2012-10-17,1,10
A,2nd St & E St (EB),2012-10-17,20,31
A,A St & Hutchison (SB),2012-10-17,2,160
A,5th St & San Rafael St (WB),2012-10-17,19,3
